mms_id,alma_title,alma_author,alma_pubplace,alma_publisher,alma_pubdate,alma_notes,alma_lang,alma_keywords
990011379710106381,"Reports of the Philippine commission, the civil governor and the heads of the executive departments of the civil government of the Philippine Islands (1900-1903) / Bureau of insular affairs, War department.",United States. Philippine Commission (1900-1916),"Washington, :","Govt. print. off.,",1904.,"['Running title: Reports of the civil government of the Philippine Islands, 1900-1903.']",eng,['Philippines.']
990011445040106381,"Translation : laws relating to the civil administration and government of the island of Porto Rico. Division of customs and insular affairs, War department. August, 1899.","Puerto Rico. Laws, statutes, etc.","Washington,","Govt. print. off.,",1899.,"['buhr grad: In volume Cuba. Laws, statutes, etc. Laws of Cuba, Puerto Rico, and the Philippines. v.1.']",eng,"['Administrative law -- Puerto Rico.', 'Puerto Rico -- Politics and government', 'Spain -- Colonies Puerto Rico.']"
990011449660106381,"Magna carta commemoration essays, with a preface by the Rt. Hon. Viscount Bryce...ed. by Henry Elliot Malden.","Malden, Henry Elliot.",[London],"Royal historical society,",1917.,"['Papers prepared for the celebration which was planned for the commemoration of the seven hundredth anniversary of Magna charta in June 1915. Owing to the European war the exercises were not held.', 'Magna carta celebration committee, 1914.--Preface by Viscount Bryce.--Introduction by the editor.--Magna carta, 1215-1915, by Prof. McKechnie.--Innocent III and the Charter, by Prof. G. B. Adams.--Barons and knights in the Great charter, by J. H. Round.--Clause 39, by Paul Vinogradoff.--Per iudicium parium vel per legem terrae, by Prof. Powicke.--Magna carta nd the common law, by Prof. McIlwain.--The influence of Magna carta on American constitutional development, by H. D. Hazeltine.--Magna carta and Spanish mediæval jurisprudence, by Rafael Altamira.--Financial records of the reign of King John, by Hilary Jenkinson.--Index.']",eng,['Magna Carta']
990011494030106381,"La soberanía de España en Filipinas; opúsculo de actualidad destinado á popularizar en el país las salvadoras ideas relativas á esta materia, por el p. Francisco Foradada ...","Foradada, Francisco.","Barcelona,","Impr. de Henrich y compañía, en comandita,",1897.,[],spa,"['Philippines -- Politics and government.', 'Spain -- Colonies -- Asia.']"
990011494050106381,The progress of the Filipino people toward self-government / by E. W. Kemmerer ...,"Kemmerer, Edwin Walter, 1875-1945.",Boston :,"Ginn & company,",1908.,"['Reprinted from Political science quarterly, vol. XXIII, no. 1.']",eng,['Philippines -- Politics and government.']
990011494070106381,Independent government for the Philippines ... : Report. <To accompany H. R. 22143.>.,United States. Congress. House. Committee on Insular Affairs.,[Washington :,"Govt. print. off.,",1912],"['[Pt. 1] submitted by Mr. Jones. Pt. 2, Views of the minority, submitted by Mr. Olmsted, has title: Philippine independence, Ordered printed April26, 29, 1912.']",eng,['Philippines -- Politics and government -- 1898-1935.']
990011494080106381,The Philippine Islands.,United States. Bureau of Insular Affairs.,"[Washington,","Govt. print. off.,",1913],"['Submitted to the secretary of war by Frank McIntyre, chief of the Bureau of insular affairs, March 1, 1913.']",eng,"['Philippines -- Politics and government.', 'Philippines -- Economic conditions.']"
990011494090106381,"Organic act (July 1, 1902) / of the Philippone Islands as ammended or affected by subsequent legislation to December 1, 1913 ... Comp. in the Bureau of insular affairs. War department.","United States. Laws, statutes, etc.",washington :,"[Govt. print. off.],",1914.,[],eng,['Philippines -- Politics and government.']
990011494100106381,"Reply to Jones. W. Cameron Forbes, governor-general of the Philippine Islands, replies to false charges contained in the speeches made by William A. Jones, of Virginia, in the House of representatives, January 28 and February 13, 1913.","Forbes, W. Cameron (William Cameron), 1870-1959.","Manila,",,1913.,[],eng,['Philippines -- Politics and government -- 1898-1935.']
990011494120106381,"La unidad del pueblo filipino / Discurso del Hon. Sergio Osmeña speaker de la Asamblea filipina en la clausura del primer periodo extraordinario de sesiones de la Asamblea filipina tercera legislatura precedido de una resolucion de la Camara aprobando su conducta como speaker, y del discurso contestando a dicha resolucion.","Osmeña, Sergio, 1878-1961.",Manila :,"Bureau of printing,",1913.,[],spa,['Philippines -- Politics and government -- 1898-1953.']
990011494130106381,Government of the Philippines.,United States. Congress. Senate. Committee on the Philippines.,Washington :,"Govt. print. off,",1914-15.,[],eng,['Philippines -- Politics and government -- 1898-1935.']
990011494140106381,"Government of the Philippines. : Hearings before the Committee on the Philippines, United States Senate, Sixty-third Congress, third session, on H. R. 18459, an act to declare the purpose of the people of the United States as to the future political status of the people of the Philippine Islands, and to provide a more autonomous government for the islands.",United States. Congress. Senate. Committee on the Philippines.,Washington :,"Govt. print. off.,",1915.,"['Gilbert M. Hitchcock, chairman.', 'Hearings of Dec. 14, 1914-Jan. 11, 1915, and App. A-O.']",eng,['Philippines -- Politics and government -- 1898-1935.']
990011494160106381,"The development of self-government in the Philippine Islands,","Diamonon, Victoriano D.","Iowa City, Iowa,",,1920.,[],eng,['Philippines -- Politics and government -- 1898-1935.']
990011494170106381,"The present government of the Philippines,","Kalaw, Maximo M. (Maximo Manguiat), 1891-",Manila,"[The McCullough printing co.,",1921?],[],eng,"['Philippines -- Politics and government -- 1898-1935.', 'United States -- Colonial question']"
990011494180106381,General Wood and the law; a discussion of the legal aspect of the political crisis in the Philippine Islands,"Bocobo, Jorge, 1886-1965.","Manila,","Bureau of printing,",1923.,[],eng,"['Philippines -- Politics and government', 'Wood, Leonard, -- 1860-1927.']"
990011494270106381,"The government of the Philippine Islands; its development and fundamentals,","Malcolm, George A. (George Arthur), 1881-1961.","Rochester, N.Y. etc.","The Lawyers co-operative publishing company,",1916.,[],eng,['Philippines -- Politics and government']
990011494300106381,The United States and the Philippines / by D.R. Williams.,"Williams, Daniel R. (Daniel Roderick), 1871-1931.","Garden City, N.Y. :","Doubleday, Page,",1924,[],eng,"['Philippines -- History -- 1898-', 'Philippines -- Politics and government -- 1898-1935', 'Philippines -- Foreign relations -- United States.', 'United States -- Foreign relations -- Philippines.']"
990011494330106381,Handbook on the executive departments of the government of the Philippine Islands.,Philippines.,"Manila,","Bureau of printing,",1912.,[],eng,['Executive departments -- Philippines.']
990011494350106381,"Hearings before the Committee on insular affairs of the House of representatives upon H. R. 32004 : ""Providing for the quadrennial election of members of the Philippine assembly and resident commissioners to the United States, and for other purposes."".",United States. Congress. House. Committee on Insular Affairs.,Washington :,"Govt. Print. off.,",1911.,"['Hearing of Jan. 26, 1911. Statement of Manuel L. Quezon, resident commissioner from the Philippine Islands.', 'M. E. Olmsted, chairman of Committee.']",eng,"['Elections -- Philippines.', 'Philippines. -- Legislature. Philippine Assembly -- Elections.']"
990011494390106381,The election law.,"Laurel, Jose P. (Jose Paciano), 1891-1959.","Manila,","Bureau of printing,",1922.,[],eng,['Election law -- Philippines.']
990011500690106381,"Report of the proceedings of the Committee on foreign relations to the Legislature of 1890, in regard to the investigation of treaty matters.",Hawaii. Legislature. Committee on foreign relations.,"Honolulu,","H. I., R. Grieve, printer,",1890.,[],eng,['Hawaii -- Foreign relations.']
990011500720106381,"Roster legislatures of Hawaii, 1841-1918. : Constitutions of monarchy and republic, speeches of sovereign and President.","Lydecker, Robert C. (Robert Colfax), 1857-1924.","Honolulu, :","Hawaiian gazette co.,",1918.,[],eng,"['Hawaii -- Politics and government.', 'Hawaii -- History Sources.']"
990011500740106381,"Hand book of the government of the territory of Hawaii, November 1, 1928.",Hawaii Bureau of Governmental Research.,"Honolulu,",Mercantile press,[1928?],[],eng,['Hawaii -- Politics and government -- 1900-1959.']
990011514140106381,"El régimen municipal en las Islas Filipinas. Real decreto de 19 de mayo de 1893, con notas y concordancias por Don Pedro Alejandro Paterno ...","Paterno, Pedro Alejandro, 1857-1911.","Madrid,","Estab. tipog. de los sucesores de Cuesta,",1893.,[],spa,['Municipal government -- Philippines.']
990011514150106381,"Local government in the Philippine islands,","Laurel, Jose P. (Jose Paciano), 1891-1959.","Manila,","La Pilarica press,",1936.,[],eng,"['Local government -- Philippines.', 'Municipal government -- Philippines.']"
990011515820106381,The Far Eastern tropics; : studies in the administration of tropical dependencies ... / by Alleyne Ireland.,"Ireland, Alleyne, 1871-1951.","Boston, :","Houghton, Mifflin,",1905.,[],eng,"['Colonies', 'East Asia', 'Great Britain -- Colonies Administration', 'France -- Colonies Administration', 'Netherlands -- Colonies Administration.', 'United States -- Insular possessions', 'Philippines -- Politics and government -- 1898-1935']"
990011515880106381,"Colonial administration, 1800-1900.",United States. Department of the Treasury. Bureau of Statistics.,"Washington,","Govt. print. off.,",1901.,[],eng,"['Colonies', 'Colonies -- Administration', 'Colonies -- Bibliography.']"
990011515940106381,"A year's progress; annual address,","Storey, Moorfield, 1845-1929.","Boston,",The Anti-imperialist league,[1909?],[],eng,"['Imperialism', 'Philippines -- Politics and government -- 1907-.', 'United States -- Colonial question']"
990011515980106381,"Acts of Congress, treaties, proclamations, and decisions of the Supreme court ... : relating to noncontiguous territory and Cuba, and to military affairs. Fifty-eighth Congress--March 4, 1903, to March 3, 1905. Supreme court cases--January 1, 1898, to December 3, 1906 / Compiled in the Bureau of insular affairs War department.",United States. Bureau of Insular Affairs.,Washington :,"Govt. print. off.,",1907.,"['Supplementary to the ""Compilation of the acts of Congress, treaties, and proclamations relating to insular and military affairs from March 4, 1897, to March 3, 1903. Bureau of insular affairs ... Washington, 1904. (58th Cong., 2d sess. Senate. Doc. 105)""']",eng,"['United States -- Territorial expansion.', 'United States -- Insular possessions.', 'United States. -- Navy', 'United States. -- Army']"
990011515990106381,"Acts of Congress, treaties and proclamations relating to noncontiguous territory, Cuba and Santo Domingo and to military affairs. Sixtieth Congress-- March 4, 1907, to March 3, 1909. Comp. in the Bureau of insular affairs, War department.",United States. Bureau of Insular Affairs.,"Washington,","Govt. print. off.,",1909.,"['On verso of t.-p.: War department, Bureau of insular affairs, Document no. 353.']",eng,"['United States -- Territorial expansion.', 'United States -- Insular possessions.', 'United States. -- Navy', 'United States. -- Army']"
990011516000106381,"Acts of Congress, treaties, proclamations, and decisions of the Supreme court of the United States, and opinions of the attorney general relating to noncontiguous territory, Cuba and Santo Domingo, and to military affairs ... / Compiled in the Bureau of insular affairs, War department ...",United States. Bureau of Insular Affairs.,Washington :,"Govt. print. off.,",1912.,"['Earlier editions as follows: 58th Cong., 2d sess. Senate. Doc. 105. 59th Cong., 2d sess. Senate. Doc. 204. 61st Cong., 1st sess. Senate. Doc. 47. War dept. Doc. 353.', 'This edition contains legislation March 4, 1909-March 3, 1911; Supreme court cases June 1, 1909-June 1, 1911; Opinions of attorney general June 17, 1908-March 3, 1911; and list of officials Dec. 1, 1911.', 'Rare Book Room copy: Without Congressional series note.', 'Rare Book Room copy: On verso of t.-p.: War dept. Bureau of insular affairs. Document no. 419.']",eng,"['United States -- Territorial expansion.', 'United States -- Insular possessions.', 'United States. -- Navy', 'United States. -- Army']"
990011516040106381,"Territories and dependencies of the United States, their Government and administration, by William Franklin Willoughby.","Willoughby, William F. (William Franklin), 1867-1960.","New York,","The Century co.,",1905.,"['""Bibliographical note: Official publications regarding the territories and dependencies of the United States"": p. 325-330.']",eng,"['United States -- Colonial question', 'United States -- Territories and possessions.', 'United States -- Insular possessions']"
990011518550106381,"Translation. Compilation of the organic provisions of the administration of justice in force in the Spanish colonial provinces, and appendices relating thereto. (1891).","Spain. Laws, etc.","Washington,","Govt. print. off.,",1899.,"['Copy 2: Grad: Bound with: Spain. Laws, statutes, etc., 1886-1931 (Alfonso Xii) Translation of the general instructions for drafting public documents ... 1899.', 'buhr grad: In Cuba. Laws, statutes, etc. Laws of Cuba, Puerto Rico, and the Philippines. 1899. v.2.']",eng,['Spain -- Colonies Law.']
990011530460106381,American world policies / by Walter E. Weyl.,"Weyl, Walter E. (Walter Edward), 1873-1919.",New York :,"Macmillan,",1917.,['Includes bibliographical references.'],eng,"['World War, 1914-1918', 'Imperialism', 'World politics.', 'United States -- Foreign relations -- 1913-1921', 'United States -- Economic policy -- To 1933.']"
990011531330106381,"Our Cuban colony, a study in sugar, by Leland Hamilton Jenks.","Jenks, Leland Hamilton, 1892-","New York,",Vanguard press,[1928],"['At head of title: Studies in American imperialism.', '""Reference notes"": p. 315-341.']",eng,"['Sugar trade -- Cuba.', 'Industries -- Cuba.', 'United States -- Foreign relations -- Cuba.', 'Cuba -- Foreign relations -- United States.', 'Cuba -- Economic conditions']"
990011531340106381,Cuba y los Estados Unidos;,"Torriente, Cosme de la, 1872-","Habana, :","Imp. de Rambla, Bouza y ca.,",1929.,[],spa,"['Cuba -- Foreign relations -- United States', 'United States -- Foreign relations -- Cuba.', 'League of Nations -- Cuba.']"
990011531350106381,"The Cuban situation and our treaty relations,","Wright, Philip Green, 1861-1934.","Washington, D.C.,","The Brookings institution,",1931.,[],eng,"['Sugar trade -- Cuba.', 'Industries -- Cuba.', 'Cuba -- Economic conditions -- 1918-.', 'United States -- Foreign relations -- Cuba.', 'Cuba -- Foreign relations -- United States.']"
990011532020106381,Labor internacional; discursos / prologo de Enrique Jose Varona.,"Torriente, Cosme de la, 1872-",Habana :,"Impr. de Rambla, Bouza y ca,",1924.,[],spa,"['World politics.', 'Cuba -- Foreign relations -- United States.', 'United States -- Foreign relations -- Cuba.', 'League of Nations.']"
990011534060106381,"Papers on the Philippines and international relations,","Regala, Roberto.","Manila,","University of the Philippines press,",1930.,[],eng,"['International law.', 'Philippines.']"
990011536400106381,"The recommendations of Habana concerning international organization adopted by the American Institute of International Law at Habana, January 23, 1917 / address and commentary by James Brown Scott.","Scott, James Brown, 1866-1943.",New York :,"Oxford University Press,",1917.,"['At head of title: Carnegie Endowment for International Peace, Division of International Law.', 'Includes bibliographical references.']",eng,"['International law.', 'Cuba -- Foreign relations -- United States.', 'United States -- Foreign relations -- Cuba.', 'American Institute of International Law.']"
990011557220106381,"Civil report of Major-General John R. Brooke, U. S. army, military governor, island of Cuba.","Cuba. Military governor, 1899 (John R. Brooke)","Washington,","Gov't print. off.,",1900.,[],eng,"['Cuba.', 'Cuba -- History -- 1899-.', 'Cuba -- Politics and government -- 1899-.']"
990011557230106381,"Report of provisional administration from October 13th, 1906 to December 1st, 1908,","Cuba. Provisional governor, 1906-1909 (C. E. Magoon)","Havana,","Rambla and Bouza, printers,",1908-09.,[],eng,"['Cuba.', 'Cuba -- Politics and government -- 1906-.']"
990011557310106381,"Report of the Philippine commission to the President. : January 31, 1900[-December 20, 1900]",United States. Philippine Commission (1899-1900),"Washington, :","Gov't print. off.,",1900-01.,"['Composition of the report is as follows: v. 1, Papers by the various members of the commission on existing and disired conditions, e. g. ""Efforts toward conciliation and the establishment of peace."" ""Peoples of the islands."" ""Education."" ""Government."" ""Condition and needs of the United States in the Philippines from a naval and maritime standpoint,"" etc. v. 2, Testimony and exhibits.', '[Composition of the report, cont.]: v. 3-4, Translation and condensation, under the direction of Dean C. Worcester, of treatises submitted by the Jesuits on the subjects: orography, hydrography, geognosy, phytography, zoography, climatology, cyclical variation of terrestrial magnetism, seismic foci, ethnography, chorography, state of culture, chronology. The originals were published in Washington, 1900, under title: ""El archipiélago filipino.""', 'The atlas to accompany this report, prepared at the Observatorio de Manila, was published by the U. S. Coast and geodetic survey. ""Special pub. no. 3, 1900.""', 'Rare Book Room copy: Without series note.', 'Documents Center copy: 4 v. in 3.', 'rare copy [2]: v. 2-3 only [shelved with Worcester Philippine collection]']",eng,['Philippines.']
