id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
AEZ4803.0001.001,"Bibliography of the Philippine islands ... Published under the direction of the Library of Congress and the Bureau of insular affairs, War department.  [Vol. 1, no. 1]",Library of Congress.,"['Bibliography of the Philippine islands ... Published under the direction of the Library of Congress and the Bureau of insular affairs, War department.  [Vol. 1, no. 1]']","['Library of Congress.', 'Griffin, Appleton P. C. (Appleton Prentiss Clark), 1852-1926.', 'Phillips, Philio Lee, 1857-1924.', 'Pardo de Tavera, T. H. (Trinidad Hermenegildo) 1857-1925.', 'United States. Bureau of Insular Affairs.']","Washington,","Govt. print. off.,",1903.,"['pt. I. A list of books (with references to periodicals) on the Philippine Islands in the Library of Congress, by A. P. C. Griffin ... with chronological list of maps in the Library of Congress, by P. Lee Phillips.--pt. II. Biblioteca filipina ó sea catálogo razonado de todos los impresos, tanto insulares como extranjeros ... por T. H. Pardo de Tavera.']",['eng: English'],"['Philippines -- Bibliography.', 'Philippines -- Description and travel']"
AEZ4803.0001.002,"Bibliography of the Philippine islands ... Published under the direction of the Library of Congress and the Bureau of insular affairs, War department.  [Vol. 1, no. 2]",Library of Congress.,"['Bibliography of the Philippine islands ... Published under the direction of the Library of Congress and the Bureau of insular affairs, War department.  [Vol. 1, no. 2]']","['Library of Congress.', 'Griffin, Appleton P. C. (Appleton Prentiss Clark), 1852-1926.', 'Phillips, Philio Lee, 1857-1924.', 'Pardo de Tavera, T. H. (Trinidad Hermenegildo) 1857-1925.', 'United States. Bureau of Insular Affairs.']","Washington,","Govt. print. off.,",1903.,"['pt. I. A list of books (with references to periodicals) on the Philippine Islands in the Library of Congress, by A. P. C. Griffin ... with chronological list of maps in the Library of Congress, by P. Lee Phillips.--pt. II. Biblioteca filipina ó sea catálogo razonado de todos los impresos, tanto insulares como extranjeros ... por T. H. Pardo de Tavera.']",['eng: English'],"['Philippines -- Bibliography.', 'Philippines -- Description and travel']"
AAA8537.0001.001,A list of books (with references to periodicals) on the Philippine islands in the Library of Congress by A. P. C. Griffin; with Chronological list of maps in the Library of Congress by P. Lee Phillips.,Library of Congress.,['A list of books (with references to periodicals) on the Philippine islands in the Library of Congress by A. P. C. Griffin; with Chronological list of maps in the Library of Congress by P. Lee Phillips.'],"['Library of Congress.', 'Griffin, Appleton P. C. (Appleton Prentiss Clark), 1852-1926.', 'Phillips, Philip Lee, 1857-1924.']","Washington,","Govt. print. off.,",1903.,['Reprint of Part I of Bibliography of the Philippine Islands.'],['eng: English'],"['Philippines -- Bibliography.', 'Philippines -- Description and travel']"
AHN8919.0001.001,A list of books (with references to periodicals) on Porto Rico. By A. P. C. Griffin ...,Library of Congress. Division of Bibliography.,['A list of books (with references to periodicals) on Porto Rico. By A. P. C. Griffin ...'],"['Library of Congress. Division of Bibliography.', 'Griffin, Appleton P. C. (Appleton Prentiss Clark), 1852-1926.']","Washington,","Gov't print. off.,",1901.,[],['eng: English'],['Puerto Rico -- Bibliography']
AEZ5081.0001.001,A list of books (with references to periodicals) on Samoa and Guam.,Library of Congress. Division of Bibliography.,['A list of books (with references to periodicals) on Samoa and Guam.'],['Library of Congress. Division of Bibliography.'],"Washington,","Gov't print. off.,",1901.,[],['eng: English'],"['Samoan Islands -- Bibliography.', 'Guam -- Bibliography.']"
AEZ4810.0001.001,"List of works relating to the American occupation of the Philippine islands, 1898-1903.",Library of Congress. Division of Bibliography.,"['List of works relating to the American occupation of the Philippine islands, 1898-1903.']","['Library of Congress. Division of Bibliography.', 'Griffin, Appleton P. C. (Appleton Prentiss Clark), 1852-1926.']","Washington,","Govt. print. off.,",1905.,[],['eng: English'],"['Philippines -- History', 'United States -- Colonial question']"
AHU7465.0001.001,Libro rojo--Tratado de París : documentos presentados á las Cortes en la legislatura de 1898 por el Ministro de Estado.,,['Libro rojo--Tratado de París : documentos presentados á las Cortes en la legislatura de 1898 por el Ministro de Estado.'],"['Spain. Cortes.', 'Spain. Ministerio de Estado.']","San Juan, P.R. :","Editorial de la Universidad de Puerto Rico,",1988.,"['Reprint (1st vol.). Originally published: Documentos presentados á las Cortes en la legislatura de 1898 por el Ministro de Estado. Madrid : Tip. de R. Péant, 1898.', 'Reprint (2nd-3rd vols.). Originally published: Documentos presentados á las Cortes en la legislatura de 1898 por el Ministro de Estado. Madrid : Est. Tip. ""Sucesores de Rivadeneyra,"" 1898-1899.', 'Includes bibliographical references.']",['spa: Spanish'],"['Spanish-American War, 1898 -- Peace', 'United States -- Foreign relations', 'Spain.']"
ANS7971.0001.001,Filipino laborers in Hawaii / report of Cayetano Ligot to Governor General Leonard Wood.," Ligot, Cayetano.",['Filipino laborers in Hawaii / report of Cayetano Ligot to Governor General Leonard Wood.'],"[' Ligot, Cayetano.']","Honolulu, T.H. :","Government of the Philippine Islands, Resident Labor Commissioner's Office,",1924.,"['cover title.', 'Signed by Cayetano Ligot.', 'At head of title: Authoritative statement relative to.', '""March 31, 1923 - March 31, 1924.""', 'With: The labor situation in Hawaii / by Lorrin A. Thurston. Honolulu : Hawaiian Gazette Co., 1906.']",['eng: English'],"['Filipinos -- Hawaii.', 'Sugar workers -- Hawaii.', 'Labor -- Hawaii.']"
AFJ6695.0001.001,"Move! Excel the highest! The celebrated Lilikalani manifesto of the election campaign of February, 1882."," Lilikalani, Ed. K.","['Move! Excel the highest! The celebrated Lilikalani manifesto of the election campaign of February, 1882.']","[' Lilikalani, Ed. K.', 'Sheldon, H. L.']","Honolulu,","H. I., T. G. Thrum,",1882.,[],['eng: English'],['Hawaii -- Politics and government']
AAH0606.0001.001,"Lipang kalabaw.  [Vol. 1, no. 1]",,"['Lipang kalabaw.  [Vol. 1, no. 1]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.034,"Lipang kalabaw.  [Vol. 1, no. 34]",,"['Lipang kalabaw.  [Vol. 1, no. 34]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.035,"Lipang kalabaw.  [Vol. 1, no. 35]",,"['Lipang kalabaw.  [Vol. 1, no. 35]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.036,"Lipang kalabaw.  [Vol. 1, no. 36]",,"['Lipang kalabaw.  [Vol. 1, no. 36]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.037,"Lipang kalabaw.  [Vol. 1, no. 37]",,"['Lipang kalabaw.  [Vol. 1, no. 37]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.038,"Lipang kalabaw.  [Vol. 1, no. 38]",,"['Lipang kalabaw.  [Vol. 1, no. 38]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.039,"Lipang kalabaw.  [Vol. 1, no. 39]",,"['Lipang kalabaw.  [Vol. 1, no. 39]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.040,"Lipang kalabaw.  [Vol. 1, no. 40]",,"['Lipang kalabaw.  [Vol. 1, no. 40]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.041,"Lipang kalabaw.  [Vol. 1, no. 41]",,"['Lipang kalabaw.  [Vol. 1, no. 41]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.042,"Lipang kalabaw.  [Vol. 1, no. 42]",,"['Lipang kalabaw.  [Vol. 1, no. 42]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.043,"Lipang kalabaw.  [Vol. 1, no. 43]",,"['Lipang kalabaw.  [Vol. 1, no. 43]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.044,"Lipang kalabaw.  [Vol. 1, no. 44]",,"['Lipang kalabaw.  [Vol. 1, no. 44]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.045,"Lipang kalabaw.  [Vol. 1, no. 45]",,"['Lipang kalabaw.  [Vol. 1, no. 45]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.046,"Lipang kalabaw.  [Vol. 1, no. 46]",,"['Lipang kalabaw.  [Vol. 1, no. 46]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.047,"Lipang kalabaw.  [Vol. 1, no. 47]",,"['Lipang kalabaw.  [Vol. 1, no. 47]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.048,"Lipang kalabaw.  [Vol. 1, no. 48]",,"['Lipang kalabaw.  [Vol. 1, no. 48]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.049,"Lipang kalabaw.  [Vol. 1, no. 49]",,"['Lipang kalabaw.  [Vol. 1, no. 49]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.050,"Lipang kalabaw.  [Vol. 1, no. 50]",,"['Lipang kalabaw.  [Vol. 1, no. 50]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.052,"Lipang kalabaw.  [Vol. 1, no. 52]",,"['Lipang kalabaw.  [Vol. 1, no. 52]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.053,"Lipang kalabaw.  [Vol. 1, no. 53]",,"['Lipang kalabaw.  [Vol. 1, no. 53]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.054,"Lipang kalabaw.  [Vol. 1, no. 54]",,"['Lipang kalabaw.  [Vol. 1, no. 54]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.055,"Lipang kalabaw.  [Vol. 1, no. 55]",,"['Lipang kalabaw.  [Vol. 1, no. 55]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.056,"Lipang kalabaw.  [Vol. 1, no. 56]",,"['Lipang kalabaw.  [Vol. 1, no. 56]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.057,"Lipang kalabaw.  [Vol. 1, no. 57]",,"['Lipang kalabaw.  [Vol. 1, no. 57]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.058,"Lipang kalabaw.  [Vol. 1, no. 58]",,"['Lipang kalabaw.  [Vol. 1, no. 58]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.059,"Lipang kalabaw.  [Vol. 1, no. 59]",,"['Lipang kalabaw.  [Vol. 1, no. 59]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAH0606.0001.051,"Lipang kalabaw. [Vol. 1, no. 51]",,"['Lipang kalabaw. [Vol. 1, no. 51]']",[],,,,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",['tgl: Tagalog'],['Philippines -- Politics and government']
AAS9064.0001.001,"The liquor traffic in the Hawaiian Islands, from 1870 to 1895. Prepared for the Y.M.C.A. and submitted for the consideration of the Liquor Commission and the general public.",,"['The liquor traffic in the Hawaiian Islands, from 1870 to 1895. Prepared for the Y.M.C.A. and submitted for the consideration of the Liquor Commission and the general public.']","[""Young Men's Christian Association (Honolulu, Hawaii)""]",[Honolulu?],Hawaiian Gazette Co.,[1896?],"['""The tables given in this pamphlet have been compiled from the reports of the Chief Justice, the Collector-General of Customs, the Attorney-General, the Board of Health and the District Court of Honolulu[!]""']",['eng: English'],['Liquor industry -- Hawaii']
AQA2025.0001.001,Vocabulario de la lengua Bicol:  compuesto por Maŕcos de Lisboa.," Lisboa, Maŕcos de, d.1628.",['Vocabulario de la lengua Bicol:  compuesto por Maŕcos de Lisboa.'],"[' Lisboa, Maŕcos de, d.1628.', 'American Philosophical Society. Library.']",Manila :,"Est. Tip. del Colegio de Santo Tomas,",1865.,"['""Reimpreso epensas del Exmo. Ilmo. y Rmo. Sr. Dr. D. Fr. Francisco Gainza, ...."" -- T.p.', 'Microfilm no. 20.', 'Contents: Diccionario o vocabulario de la lengua Bicol -- Diccionario y vocabulario de el idioma Español y Bicol.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'First ed. published in 1754.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['bik: Bikol'],"['Bikol language -- Dictionaries', 'Spanish language -- Dictionaries']"
AGM3039.0001.001,"La poesía moderna en Cuba (1882-1925) Antología crítica, ordenada y publicada por Félix Lizaso y José Antonio Fernández de Castro."," Lizaso, Félix, comp.","['La poesía moderna en Cuba (1882-1925) Antología crítica, ordenada y publicada por Félix Lizaso y José Antonio Fernández de Castro.']","[' Lizaso, Félix, comp.', 'Fernández de Castro, José Antonio, 1897-1951.']","Madrid,","Librería y casa editorial Hernando, s. a.,",1926.,['Contains bibliographies.'],['spa: Spanish'],['Cuban poetry']
AHZ9418.1927.001,A book of comment and criticism ... by Pedro de la Llana ... [1927]," Llana, Pedro de la.",['A book of comment and criticism ... by Pedro de la Llana ... [1927]'],"[' Llana, Pedro de la.']","Manila, P.I.,","Sugar news press,",1926.,"['Articles reprinted from the Manila daily bulletin and other sources.', 'The Philippine problem.--Miscellaneous addresses and articles.', 'Author\'s autograph presentation copy ""To Dr. Ralston Hayden"".']",['eng: English'],['Philippines -- Politics and government']
ABZ5072.0001.001,"The war with Spain, by Henry Cabot Lodge."," Lodge, Henry Cabot, 1850-1924.","['The war with Spain, by Henry Cabot Lodge.']","[' Lodge, Henry Cabot, 1850-1924.']","New York,","Harper & brothers,",1899.,[],['eng: English'],"['Spanish-American War, 1898.']"
AFJ6700.0001.001,"Hawaii; its people, climate and resources,"," Logan, Daniel.","['Hawaii; its people, climate and resources,']","[' Logan, Daniel.']","Honolulu,",Pioneer advertising company,[1903],[],['eng: English'],['Hawaii -- Description and travel']
AJA1750.0001.001,"Our Hawaii, by Charmian Kittredge London (Mrs. Jack London) ..."," London, Charmian.","['Our Hawaii, by Charmian Kittredge London (Mrs. Jack London) ...']","[' London, Charmian.']","Honolulu, Hawaii,","Patten company, ltd.",[1917],[],['eng: English'],"['Hawaii -- Description and travel', 'London, Jack, -- 1876-1916.']"
ATK9961.0001.001,Apo-apo : zarzuela / Pantaleon S. Lopez.," Lopez, Pantaleón S.",['Apo-apo : zarzuela / Pantaleon S. Lopez.'],"[' Lopez, Pantaleón S.']",Maynila :,"Limbagan nina Fajardo at Kasama,",1908.,[],['tgl: Tagalog'],"['Zarzuela -- Philippines.', 'Musicals -- Philippines.']"
AQA2027.0001.001,Cursos de lengua panayana:  por Raymundo Lozano.," Lozano, Raymundo, 1826-1897.",['Cursos de lengua panayana:  por Raymundo Lozano.'],"[' Lozano, Raymundo, 1826-1897.', 'American Philosophical Society. Library.']",Manila :,"Impr. del Colegio de Santo Tomás,",1876.,"['Microfilm no. 20.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['spa: Spanish'],"['Bisayan languages -- Grammar.', 'Hiligaynon language -- Grammar.']"
AQG9885.0001.001,Gramática Hispana-Visaya-Panayana:  por el P. Exdefinidor Fr. Raymundo Lozano.," Lozano, Raymundo, 1826-1897.",['Gramática Hispana-Visaya-Panayana:  por el P. Exdefinidor Fr. Raymundo Lozano.'],"[' Lozano, Raymundo, 1826-1897.', 'American Philosophical Society. Library.']",Valladolid :,"L. N. de Gaviria,",1892.,"['Microfilm no. 20.', 'Microfilm. Philadelphia, PA: American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Bartlett Colection on the Philippines and the East Indies.']",['spa: Spanish'],"['Cebuano language -- Grammar.', 'Hiligaynon language -- Grammar.']"
ABE5487.0001.001,"Francisco Lufríu, héroe y mártir; discurso leído por el académico de número sr. René Lufríu y Alonso en al sesión solemne celbrada el 10 de octubre de 1931."," Lufríu y Alonso, René, 1889-","['Francisco Lufríu, héroe y mártir; discurso leído por el académico de número sr. René Lufríu y Alonso en al sesión solemne celbrada el 10 de octubre de 1931.']","[' Lufríu y Alonso, René, 1889-', 'Academia de la historia de Cuba, Havana.']","Habana,","Imprenta ""El Siglo XX"",",1931.,['At head of title: Academia de la historia de Cuba.'],['spa: Spanish'],"['Cuba -- History', 'Lufríu, Francisco, -- 1847-1922.']"
AHM5480.0001.001,A punto largo.," Lugo, Américo, 1871-",['A punto largo.'],"[' Lugo, Américo, 1871-']","Santo Domingo,","Imp. ""La Cuna de América"",",1901.,"['Varia: Sobre politica. Reflexiones. Diferencias entre el estatuto personal francés y el estatuto personal dominicano. Defensa de S. Williams.--Pro Cuba: ?Tiene razón España para retener ""a Cuba bajo su dominio, ó la tiene Cuba al aspirar á la independencia? De la intervención en derecho internacional. Carta pública. Al señor don L. Modesto Giraud.--Esbozos: Plán de un estudio biográfico sobre Francisco G. Billini. Enrique Henríquez.--Opiniones: Sobre asunto improvement. Sobre el conflicto domínico-haitiano. La religión y la reforma éducacional.']",['spa: Spanish'],"['Dominican Republic -- Politics and government', 'Cuba -- Politics and government']"
AEX3846.0001.001,"Roster legislatures of Hawaii, 1841-1918. Constitutions of monarchy and republic, speeches of sovereign and President."," Lydecker, Robert Colfax, comp. 1857-","['Roster legislatures of Hawaii, 1841-1918. Constitutions of monarchy and republic, speeches of sovereign and President.']","[' Lydecker, Robert Colfax, comp. 1857-']","Honolulu,","Hawaiian gazette co.,",1918.,[],['eng: English'],"['Hawaii -- Politics and government.', 'Hawaii -- History']"
ABA5460.0001.001,"Around the Horn to the Sandwich Islands and California, 1845-1850, being a personal record kept by Chester S. Lyman, edited by Frederick J. Teggart, with an introduction by D. L. P."," Lyman, Chester Smith, 1814-1890.","['Around the Horn to the Sandwich Islands and California, 1845-1850, being a personal record kept by Chester S. Lyman, edited by Frederick J. Teggart, with an introduction by D. L. P.']","[' Lyman, Chester Smith, 1814-1890.', 'Teggart, Frederick John, ed. 1870-1946.']","New Haven,","Yale university press; [etc., etc.]",1925.,['Maps on lining-papers.'],['eng: English'],"['Voyages to the Pacific coast', 'Hawaii -- Description and travel.', 'California -- Description and travel.']"
AFJ6730.0001.001,"Hawaiian yesterdays; chapters from a boy's life in the islands in the early days,"," Lyman, Henry M. (Henry Munson), 1835-1904.","[""Hawaiian yesterdays; chapters from a boy's life in the islands in the early days,""]","[' Lyman, Henry M. (Henry Munson), 1835-1904.']","Chicago,","A. C. McClurg & co.,",1906.,[],['eng: English'],['Hawaii.']
ABZ5896.0001.001,"The Black troopers; or, The daring heroism of the Negro soldiers in the Spanish-American war. Profusely illustrated, by Miles V. Lynk."," Lynk, Miles V. (Miles Vandahurst), 1871-","['The Black troopers; or, The daring heroism of the Negro soldiers in the Spanish-American war. Profusely illustrated, by Miles V. Lynk.']","[' Lynk, Miles V. (Miles Vandahurst), 1871-']","New York,",AMS Press,[1971],['Reprint of the 1899 ed.'],['eng: English'],"['Spanish-American War, 1898 -- Participation, African American.']"
APF4940.0001.001,A reader of elementary tropical agriculture : adapted to farming in the Philippine Islands / by William S. Lyon.," Lyon, William Scrugham, 1852-1916.",['A reader of elementary tropical agriculture : adapted to farming in the Philippine Islands / by William S. Lyon.'],"[' Lyon, William Scrugham, 1852-1916.']","Manila, P.I. :","E.C. McCullough & Co.,",1905.,[],['eng: English'],['Agriculture -- Tropics.']
ABA4799.0001.001,"Discursos leídos en la recepción público del sr. Manuel Márquez Sterling, la noche del 24 de octubre de 1929. Contesta en nombre de la corporación el sr. René Lufríu y Alonso."," Márquez Sterling, Manuel, 1872-1934.","['Discursos leídos en la recepción público del sr. Manuel Márquez Sterling, la noche del 24 de octubre de 1929. Contesta en nombre de la corporación el sr. René Lufríu y Alonso.']","[' Márquez Sterling, Manuel, 1872-1934.', 'Lufríu y Alonso, René, 1889-', 'Academia de la historia de Cuba, Havana.']","La Habana,","Imprenta ""El Siglo XX,""",1929.,"['At head of title: Academia de la historia de Cuba.', 'Half-title: En torno de la heurística, discurso del sr. Manuel Márquez Sterling.']",['spa: Spanish'],['Cuba -- History']
ABE5490.0001.001,La diplomacia en nuestra historia.," Márquez Sterling, Manuel, 1872-1934.",['La diplomacia en nuestra historia.'],"[' Márquez Sterling, Manuel, 1872-1934.']","Valencia,",F. Sempere y compañía,[1909],['Portrait on cover.'],['spa: Spanish'],"['Cuba -- History', 'Cuba -- Foreign relations']"
ABE2976.0001.001,Los últimos días del presidente Madero (mi gestión diplomática en México)," Márquez Sterling, Manuel, 1872-1934.",['Los últimos días del presidente Madero (mi gestión diplomática en México)'],"[' Márquez Sterling, Manuel, 1872-1934.']","Habana,","Impr. ""El Siglo XX,""",1917.,[],['spa: Spanish'],"['Cuba -- Foreign relations', 'Madero, Francisco I., -- 1873-1913.']"
AQW1459.0001.001,Pañgatlong pangcat nang auit na tinatauag na Plus-Santorum : mulã sa gigante Goliat hangang sa pagsisisi ng̃ haring si David / J. Mañibo.," Mañibo, Joaquin.","['Pañgatlong pangcat nang auit na tinatauag na Plus-Santorum : mulã sa gigante Goliat hangang sa pagsisisi ng̃ haring si David / J. Mañibo.', 'Plus-santorum.']","[' Mañibo, Joaquin.']",Maynila :,"Imp. Libreria J. Martinez,",1918.,[],['tgl: Tagalog'],"['Corridos -- Philippines.', 'Tagalog literature.', 'David, -- King of Israel.', 'Goliath -- (Biblical giant).']"
AHU6045.0001.001,Simoy ng̃ kabayanan at kabunducan / sinulat sa tugma ni Joaquin Mañibo.," Mañibo, Joaquin.",['Simoy ng̃ kabayanan at kabunducan / sinulat sa tugma ni Joaquin Mañibo.'],"[' Mañibo, Joaquin.']",Maynila :,"J. Martinez,",[191-?],"['In Tagalog.', 'Includes bibliographical references.']",['tgl: Tagalog'],"['Tagalog language -- Texts.', 'Riddles, Tagalog.']"
AHZ9349.0001.001,Contestaciones y consideraciones al pueblo y Congreso norte-americanos.," Mabini, Apolinario, 1864-1903.",['Contestaciones y consideraciones al pueblo y Congreso norte-americanos.'],"[' Mabini, Apolinario, 1864-1903.']",,,,"['His ""Decalogue for Filipinos"" laid in.']",['spa: Spanish'],['Philippines -- History']
AFU0944.0001.001,Social problems [by] Serafin E. Macaraig ...," Macaraig, Serafin Egmidio.",['Social problems [by] Serafin E. Macaraig ...'],"[' Macaraig, Serafin Egmidio.']","Manila, P. I.,",The Educational supply co.,[c1929],[],['eng: English'],"['Sociology', 'Social problems', 'Philippines -- Social conditions.']"
AEY2661.0001.001,Aliens under the federal laws of the United States ...," MacClintock, Samuel.",['Aliens under the federal laws of the United States ...'],"[' MacClintock, Samuel.']","Chicago,","Illinois law review,",1909.,[],['eng: English'],['Aliens -- United States']
ABJ0362.0001.001,The Philippines : a geographical reader / Samuel MacClintock.," MacClintock, Samuel.",['The Philippines : a geographical reader / Samuel MacClintock.'],"[' MacClintock, Samuel.']",New York :,"American Book Company,",1903.,['Questions and answers after each chapters.'],['eng: English'],"['Geography -- Study and teaching', 'Philippines -- Description and travel']"
ABB1821.0001.001,"Anglo-Hawaiian poems, by John Machar Macdonald, of Honolulu."," Macdonald, John Machar.","['Anglo-Hawaiian poems, by John Machar Macdonald, of Honolulu.']","[' Macdonald, John Machar.']","Honolulu,","Pacific commercial advertiser print,",1877.,"['""This publication of Anglo-Hawaiian poems is the first in a collected form ever issued from the Honolulu press; and the pieces selected will be found Hawaiian either in matter, conception or association.""', '""Published by subscription.""']",['eng: English'],['Hawaii -- Description and travel']
ABS5202.0001.001,A handbook and grammar of the Tagalog language. By First Lieut. W. E. W. MacKinlay.," MacKinlay, William E. W. (William Egbert Wheeler), 1870-",['A handbook and grammar of the Tagalog language. By First Lieut. W. E. W. MacKinlay.'],"[' MacKinlay, William E. W. (William Egbert Wheeler), 1870-', 'United States. War Dept.']","Washington,","Gov't print. off.,",1905 [1907],"['On verso of t.-p.: War department, Document no. 260. Office of chief of staff.']",['eng: English'],['Tagalog language -- Grammar.']
AFJ6731.0001.001,With Lord Byron at the Sandwich Islands in 1825; being extracts from thems. diary of James Macrae ...," Macrae, James.",['With Lord Byron at the Sandwich Islands in 1825; being extracts from thems. diary of James Macrae ...'],"[' Macrae, James.', 'Wilson, William Frederick, ed. 1859-']",,,,[],['eng: English'],"['Hawaii -- Description and travel.', 'Byron, George Gordon Byron, -- Baron, -- 1788-1824.', 'Blonde (Ship)']"
ASJ8998.0001.001,El latifundismo en la economía cubana.," Maestri, Raúl, 1908-",['El latifundismo en la economía cubana.'],"[' Maestri, Raúl, 1908-']","La Habana,","Editorial ""Hermes""",[1929],"['""Esta monografía fué presentada en la Universidad nacional como tésis para el grado de doctor en derecho público.""--Prefatory note.']",['spa: Spanish'],"['Sugar growing -- Cuba.', 'Land tenure -- Cuba.', 'Cuba -- Economic policy.']"
ABZ6482.0001.001,"Ang gugma sang maluib ::  sa tatlahabahin sinulat sa pulong nga Hiligaynon, ni Angel Magahum."," Magahum, Angel Merle.","['Ang gugma sang maluib ::  sa tatlahabahin sinulat sa pulong nga Hiligaynon, ni Angel Magahum.']","[' Magahum, Angel Merle.']","Molo, Iloilo :","N. P. Pamatan-on,",1906.,"['""Ang una nḡa pag pagua sa teatro sa Molo sang 11 Enero 1903.""', 'Includes newspaper reviews in Spanish.', 'Ang dila sa babaye ni Vicente Sotto -- Aurora ni Vicente Sotto.', 'Microfilm. New York, N.Y. : New York Public Library, Photographic Service, 1983. 1 reel ;35 mm.']",['hil: Hiligaynon'],['Hiligaynon drama.']
AQG9889.0001.001,"Gramatica qñg sabing castila, t, capampang̃an:  por D. Gil Magat."," Magat, Gil.","['Gramatica qñg sabing castila, t, capampang̃an:  por D. Gil Magat.']","[' Magat, Gil.', 'American Philosophical Society. Library.']",Manila :,"Tip. linotype de Santo Tomás,",1915.,"['Microfilm no. 20.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['und: undetermined'],"['Pampanga language -- Grammar.', 'Pampanga language -- Study and teaching.']"
