id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
AFQ1612.0001.001,"Porto Rico: a broken pledge, by Bailey W. and Justine Whitfield Diffie."," Diffie, Bailey W. (Bailey Wallys), 1902-1983.","['Porto Rico: a broken pledge, by Bailey W. and Justine Whitfield Diffie.']","[' Diffie, Bailey W. (Bailey Wallys), 1902-1983.', 'Diffie, Justine (Whitfield) Mrs., joint author. 1902-']","New York,",The Vanguard press,[c1931],"['At head of title: Studies in American imperialism.', 'Bibliography: p.221-233.']",['fill: undetermined'],"['Finance -- Puerto Rico.', 'Puerto Rico -- Politics and government', 'Puerto Rico -- Economic conditions', 'Puerto Rico -- Social conditions']"
ADS4834.0001.001,"Léxico cubano; contribución al estudio de las voces que lo forman, por el Dr. Juan M. Dihigo."," Dihigo, Juan M. (Juan Miguel), 1866-1952","['Léxico cubano; contribución al estudio de las voces que lo forman, por el Dr. Juan M. Dihigo.']","[' Dihigo, Juan M. (Juan Miguel), 1866-1952', 'Academia de la Historia de Cuba, Havana.']","Habana,","Imprenta ""El Siglo XX"",",1928-,['At head of title: Academia de la historia de Cuba.'],['spa: Spanish'],['Spanish language -- Provincialisms -- Cuba.']
AQW1455.0001.001,Caaua-auang buhay nang magsusugal at nacamumuhing asal ng lasing / ng tunay na cumatha na si Padre Juan Dilag.," Dilag, Juan.",['Caaua-auang buhay nang magsusugal at nacamumuhing asal ng lasing / ng tunay na cumatha na si Padre Juan Dilag.'],"[' Dilag, Juan.']",Maynila :,"J. Martinez,",1907.,['In Tagalog.'],['tgl: Tagalog'],"['Gamblers -- Philippines.', 'Alcoholics -- Philippines.']"
APZ7303.0001.001,Caaua-auang buhay nang magsusugal at nacamumuhing asal ng lasing:  ng tunay na cumatha na si Padre Juan Dilag.," Dilag, Juan.",['Caaua-auang buhay nang magsusugal at nacamumuhing asal ng lasing:  ng tunay na cumatha na si Padre Juan Dilag.'],"[' Dilag, Juan.', 'American Philosophical Society. Library.']",Maynila :,"J. Martinez,",1907.,"['In Tagalog.', 'Microfilm no. 35.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Gamblers -- Philippines.', 'Alcoholics -- Philippines.']"
AQP5177.0001.001,The Diliman star: ,,['The Diliman star: '],['American Philosophical Society. Library.'],Quezon City :,"Diliman Press,",1952-,"['Microfilm no. 56', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['eng: English'],[]
AAW9129.0001.001,"Vocabulario Pampango-Tagalog-Inglés : compendio del Tagalog-Castellano-Inglés / Gavino Dimalanta, D. E. Fernandez, y del Pampango-Castellano-inglés."," Dimalanta, Gavino.","['Vocabulario Pampango-Tagalog-Inglés : compendio del Tagalog-Castellano-Inglés / Gavino Dimalanta, D. E. Fernandez, y del Pampango-Castellano-inglés.']","[' Dimalanta, Gavino.', 'Fernandez, D. E.']",Maynila :,"J. Martinez,",[n.d.].,[],['map: Austronesian (other)'],"['Pampanga language -- Dictionaries', 'Spanish language -- Dictionaries', 'Tagalog language -- Dictionaries', 'English language -- Dictionaries']"
AQH7543.0001.001,"Vocabulario Pampango-Tagalog-Inglés:  por Gavino Dimalanta, D. E. Fernandez, y del Pampango-Castellano-inglés."," Dimalanta, Gavino.","['Vocabulario Pampango-Tagalog-Inglés:  por Gavino Dimalanta, D. E. Fernandez, y del Pampango-Castellano-inglés.']","[' Dimalanta, Gavino.', 'Fernandez, D. E.', 'Calderon, Sofronio G.', 'American Philosophical Society. Library.']",Maynila :,"J. Martinez,",[n.d.].,"['Microfilm no. 9', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965 1 microfilm reel ; 35 mm.', 'From Bartlett Collection on Philippines and the East Indies.']",['map: Austronesian (other)'],"['Pampanga language -- Dictionaries', 'Spanish language -- Dictionaries', 'Tagalog language -- Dictionaries and glossaries', 'English language -- Dictionaries and glossaries']"
AUJ6883.0001.001,Dinaanang buhay in Tablante de Ricamonte sampu ng̃ mag.sawang si Jofre at ni Bruniesen sa kaharian ng Camalor na nasasakupan ng̃ haring si Artos at Reyna Ginebra.,,['Dinaanang buhay in Tablante de Ricamonte sampu ng̃ mag.sawang si Jofre at ni Bruniesen sa kaharian ng Camalor na nasasakupan ng̃ haring si Artos at Reyna Ginebra.'],[],Maynila :,"Limbagan ni P. Sayo,",1926.,[],['tgl: Tagalog'],"['Tagalog fiction.', 'History in literature.']"
AHM8990.0001.001,"Mamerto Manalo, recurrente y apelado, contra Catalino Sevilla, recurrido y apelante. Y Mariano Melendres, tercerista-recurrente y apelante. Protesta acerca de la elección de gobernador provincial, apelada del Juzgado de primera instancia de Rizal, abreu, j. Instancia de nueva vista. Ramón Diokno, abogado del apelante Sevilla."," Diokno, Ramón.","['Mamerto Manalo, recurrente y apelado, contra Catalino Sevilla, recurrido y apelante. Y Mariano Melendres, tercerista-recurrente y apelante. Protesta acerca de la elección de gobernador provincial, apelada del Juzgado de primera instancia de Rizal, abreu, j. Instancia de nueva vista. Ramón Diokno, abogado del apelante Sevilla.']","[' Diokno, Ramón.']",,,,"['At head of title: En el Tribunal supremo de las Islas Filipinas. No. 8515. Periodo de enero, 1913.', 'cover-title']",['spa: Spanish'],[]
AHM8981.0001.001,"Memorandum suplementario del protestante, por Ramón Diokno, abogado ..."," Diokno, Ramón.","['Memorandum suplementario del protestante, por Ramón Diokno, abogado ...']","[' Diokno, Ramón.']","Manila,","Tipografia de E.C. McCullough & co., inc.,",1908.,"['cover-title', 'At head of title: Asamblea filipina. Comité de elecciones. Dr. Justo Lukban, protestante, contra dr. Dominador Gomez, respondente. Protesta contra el acta de eleccion del respondente como diputado por el primer distrito de Manila.']",['spa: Spanish'],[]
AHZ9170.0001.001,"Directorio biografico filipino, contiene las biografias de la intelectualidad Filipina, magistrados de la Corte suprema y jueces de primera instancia, miembros de la legislatura, altos funcionarios publicos y distinguidos, abogados y medicos Filipinos. P. Reyes y c.a, editores.",,"['Directorio biografico filipino, contiene las biografias de la intelectualidad Filipina, magistrados de la Corte suprema y jueces de primera instancia, miembros de la legislatura, altos funcionarios publicos y distinguidos, abogados y medicos Filipinos. P. Reyes y c.a, editores.']","['Reyes, P. y c.a']","Manila,","Imp. y litografía ""Germania"",",1908.,[],['spa: Spanish'],['Philippines -- Biography']
AHY2548.0001.001,A comparison of the languages of Ponape and Hawaii. By the late Rev. E.T. Doane; with additional notes and illustrations by Sidney H. Ray ...," Doane, Edward T.",['A comparison of the languages of Ponape and Hawaii. By the late Rev. E.T. Doane; with additional notes and illustrations by Sidney H. Ray ...'],"[' Doane, Edward T.', 'Ray, Sidney Herbert, 1858-1939.']","[Sydney,","Royal society of N.S. Wales,",1894],"['Caption title.', '""<Read before the Royal society of N.S. Wales, September 5, 1894.>""']",['eng: English'],"['Ponape language', 'Hawaiian language']"
ABZ3611.0001.001,"Address to army associations and miscellaneous papers relating to civil and Spanish wars, by Major General Grenville M. Dodge."," Dodge, Grenville Mellen, 1831-1916.","['Address to army associations and miscellaneous papers relating to civil and Spanish wars, by Major General Grenville M. Dodge.']","[' Dodge, Grenville Mellen, 1831-1916.']","New York,","Unz & company,",1904.,"['""Battle of Atlanta"": p.[3]-22.']",['eng: English'],"['Atlanta Campaign, 1864', 'Spanish-American War, 1898.', 'United States -- History', 'Pacific railroads']"
AFJ2318.0001.001,Conditions in the Philippines ... By David H. [!] Doherty.," Doherty, David Jessup, 1850-1908.",['Conditions in the Philippines ... By David H. [!] Doherty.'],"[' Doherty, David Jessup, 1850-1908.']","[Washington,","Gov't print. off.,",1904],"['Presented to the Senate by Mr. Hoar. Referred to the Committee on the Philippines and ordered to be printed, February 27, 1904.', 'Caption title.']",['eng: English'],['Philippines.']
ADT4579.0001.001,Conditions in the Philippines ...:  By David H. [!] Doherty.," Doherty, David Jessup, 1850-1908.",['Conditions in the Philippines ...:  By David H. [!] Doherty.'],"[' Doherty, David Jessup, 1850-1908.']","[Washington,","Govt. print. off.,",1904],"['Presented to the Senate by Mr. Hoar. Referred to the Committee on the Philippines and ordered to be printed, Febrary 27, 1904.', 'Microfilm. [New York] New York Public Library Photographic Service, 1978. 1 reel. 35 mm. Microfilm lacks p. 17-20.']",['eng: English'],['Philippines.']
ADT4871.0001.001,Facts about Filipinos:  [David J. Doherty]," [Doherty, David Jessup] 1850-1908.",['Facts about Filipinos:  [David J. Doherty]'],"[' [Doherty, David Jessup] 1850-1908.']",[Boston :,"Anti-Imperialist League,",1905?],"['""From Chicago Evening Post, April 28, 1905""--P. [1].', 'Microfilm. [New York] : New York Public Library Photographic Service, 1978. 1 reel ; 35 mm. ""BFG p.v. 5 [no.] 17.""']",['eng: English'],['Filipinos.']
AQJ2300.0001.001,Domingo sang makinaugalingon sang tuig: ,,['Domingo sang makinaugalingon sang tuig: '],['American Philosophical Society. Library.'],,,,"['In Hiligaynon.', 'Microfilm no. 9', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Bartlett Collection on the Philippines and the East Indies.']",['ceb: Cebuano'],['Hiligaynon language -- Periodicals.']
AJH2405.0001.001,Los Dominicos en el Extremo Oriente; relaciones publicadas con motivo del séptimo centenario de la confirmación de la Sagrada Orden de Predicadores.,Dominicans. Provincia del Santísimo Rosario de Filipinas.,['Los Dominicos en el Extremo Oriente; relaciones publicadas con motivo del séptimo centenario de la confirmación de la Sagrada Orden de Predicadores.'],['Dominicans. Provincia del Santísimo Rosario de Filipinas.'],"[Barcelona,","Seix & Barral,",1916],[],['spa: Spanish'],"['Dominicans -- Missions', 'Dominicans -- Philippines', 'Dominicans -- Asia']"
AFK3681.0001.001,The Sandwich Islands and their people.," Donne, M. A.",['The Sandwich Islands and their people.'],"[' Donne, M. A.']","London,",Society for Promoting Christian Knowledge,[1866],[],['eng: English'],['Hawaii -- Description and travel']
AJZ3508.0001.002,"Memoria preliminar sobre los terrenos de abacá de Filipinas, por Clarence W. Dorsey ...  [Vol. 1, no. 2]"," Dorsey, Clarence Wilbur, 1872-","['Memoria preliminar sobre los terrenos de abacá de Filipinas, por Clarence W. Dorsey ...  [Vol. 1, no. 2]']","[' Dorsey, Clarence Wilbur, 1872-']","Manila,","Bureau of public printing,",1903.,"['At head of title: Departamento del interior. Oficina de agricultura. Boletín no. 2.', 'Published in English in Report of the Philippine commission, 1902, p. 642-652.']",['eng: English'],['Abaca (Plant)']
AHW9270.0001.001,"Amaury, o Pumapatay at Bumubuhay / halaw ni Gerardo Chanco.  [Vol. 1, no. 1]"," Dumas, Alexandre, 1802-1870.","['Amaury, o Pumapatay at Bumubuhay / halaw ni Gerardo Chanco.  [Vol. 1, no. 1]', 'Amaury. Tagalog  [Vol. 1, no. 1]']","[' Dumas, Alexandre, 1802-1870.', 'Chanco, Gerardo.', 'Meurice, Paul, 1820-1905.']","Tundo, Maynila :","Palimbagan ni S.P. Sayo,",1919.,['From the novel written by Dumas in collaboration with Paul Meurice.'],['tgl: Tagalog'],[]
AHW9270.0001.002,"Amaury, o Pumapatay at Bumubuhay / halaw ni Gerardo Chanco.  [Vol. 1, no. 2]"," Dumas, Alexandre, 1802-1870.","['Amaury, o Pumapatay at Bumubuhay / halaw ni Gerardo Chanco.  [Vol. 1, no. 2]', 'Amaury. Tagalog  [Vol. 1, no. 2]']","[' Dumas, Alexandre, 1802-1870.', 'Chanco, Gerardo.', 'Meurice, Paul, 1820-1905.']","Tundo, Maynila :","Palimbagan ni S.P. Sayo,",1919.,['From the novel written by Dumas in collaboration with Paul Meurice.'],['tgl: Tagalog'],[]
AQP0201.0001.001,Ang conde ñg Monte-Cristo:  Alejandro Dumas(ama) ; isinatagalog ni Pascual A. Poblete.," Dumas, Alexandre, 1802-1870.","['Ang conde ñg Monte-Cristo:  Alejandro Dumas(ama) ; isinatagalog ni Pascual A. Poblete.', 'Le conde de Monte-Cristo, Tagalog.']","[' Dumas, Alexandre, 1802-1870.', 'Poblete, Pascual A.', 'American Philosophical Society. Library.']",Maynila :,"Lmp. Esfuerzo Obrero, Inc,",1914.,"['Microfilm no. 10', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['French literature -- Translations into Tagalog.', 'Tagalog literature -- Translations from French.']"
AAN4561.0001.001,Nuevo compendio teórico-práctico de la gramática inglesa : Seguido de un manual de conversaciones muy interesántes y de uso corriente en sociedad / por C. G. Durán.," Durán, C. G.",['Nuevo compendio teórico-práctico de la gramática inglesa : Seguido de un manual de conversaciones muy interesántes y de uso corriente en sociedad / por C. G. Durán.'],"[' Durán, C. G.']",Manila :,"Tipo-Litografia de Chofré y comp.,",1900.,[],['spa: Spanish'],"['English language -- Spanish.', 'English language -- Grammar.', 'English language -- Spanish.']"
AFG5404.0001.001,"The political awakening of the East; studies of political progress in Egypt, India, China, Japan, and the Philippines,"," Dutcher, George Matthew, 1874-","['The political awakening of the East; studies of political progress in Egypt, India, China, Japan, and the Philippines,']","[' Dutcher, George Matthew, 1874-']","New York,",The Abingdon press,[c1925],[],['eng: English'],"['Civilization, Oriental', 'Egypt -- Politics and government', 'India -- Politics and government', 'China -- Politics and government', 'Japan -- Politics and government', 'Philippines -- Politics and government']"
ADM3773.0001.001,"The Hawaiian Islands and people. A lecture delivered at the U.S. National Museum, under the auspices of the Smithsonian Institution and of the Anthropological and Biological Societies of Washington, February 9th, 1884, by Capt. C.E. Dutton."," Dutton, Clarence E. (Clarence Edward), 1841-1912.","['The Hawaiian Islands and people. A lecture delivered at the U.S. National Museum, under the auspices of the Smithsonian Institution and of the Anthropological and Biological Societies of Washington, February 9th, 1884, by Capt. C.E. Dutton.']","[' Dutton, Clarence E. (Clarence Edward), 1841-1912.']","Washington,","Judd & Detweiler, Printers,",1884.,"['Photocopy. [Ann Arbor, University of Michigan, University Library, Preservation Office, 1987]']",['eng: English'],['Hawaii -- Description and travel.']
AGM4167.0001.001,"Hawaiian volcanoes, by Capt. Clarence Edward Dutton ..."," Dutton, Clarence E. (Clarence Edward), 1841-1912.","['Hawaiian volcanoes, by Capt. Clarence Edward Dutton ...']","[' Dutton, Clarence E. (Clarence Edward), 1841-1912.']","Washington,","Govt. print. off.,",1884.,"['cover-title,', 'Extract from the 4th annual report of the director of the U. S. Geological survey, 1882-83.']",['eng: English'],['Volcanoes -- Hawaii']
AGA4321.0001.001,"Palm tree and pine; stores of the Philippine Islands,"," Eberle, Edith.","['Palm tree and pine; stores of the Philippine Islands,']","[' Eberle, Edith.']","Cincinnati, Ohio,",Powell & White,[c1927],[],['eng: English'],['Missions -- Philippines']
AJV8845.0001.001,Economic survey report.,,['Economic survey report.'],['Philippines. Bureau of Education.'],Manila :,"Bureau of Printing,",1929.,[],['eng: English'],"['Economic surveys -- Philippines.', 'Philippines -- Economic conditions']"
AGZ2521.0001.045,"The ecology of an Hawaiian coral reef, by Charles Howard Edmondson.  [Vol. 1, no. 45]"," Edmondson, Charles Howard, 1876-1970.","['The ecology of an Hawaiian coral reef, by Charles Howard Edmondson.  [Vol. 1, no. 45]']","[' Edmondson, Charles Howard, 1876-1970.']","Honolulu, Hawaii,","The Museum,",1928.,"['""Literature cited"" : p. 64.']",['eng: English'],['Coral reefs and islands -- Hawaii.']
AGZ2533.0001.058,"Growth of Hawaiian corals.  [Vol. 1, no. 58]"," Edmondson, Charles Howard, 1876-1970.","['Growth of Hawaiian corals.  [Vol. 1, no. 58]']","[' Edmondson, Charles Howard, 1876-1970.']","Honolulu,","Bernice P. Bishop Museum,",1929.,[],['eng: English'],['Corals -- Hawaii']
AGZ2540.0001.066,"Hawaiian Atyidae,  [Vol. 1, no. 66]"," Edmondson, Charles Howard, 1876-1970.","['Hawaiian Atyidae,  [Vol. 1, no. 66]']","[' Edmondson, Charles Howard, 1876-1970.']","Honolulu, Hawaii,","The Museum,",1929.,[],['eng: English'],"['Atyidae (Crustacea)', 'Crustacea -- Hawaii']"
