mms_id,new_cat_search_link
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1968%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1969%5D
990011659830106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=List+of+books+in+the+American+circulating+library+of+Manila.
990018709540106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Manila+and+the+Philippines.
990007766200106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Reports+May%2C+1898%2C+March%2C+1899.
990018733940106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=The+American+navy%2C+Cuba+and+Hawaii.%3A++Reproductions+of+photographs+...
990005232080106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Proceedings.
990004672510106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=The+American-Spanish+war%3B+a+history+by+the+war+leaders%2C+illustrated+with+numerous+original+engravings%2C+maps+and+diagrams.
990001896080106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Promenade+en+Am%C3%A9rique%3B+%C3%89tats-Unis--Cuba--Mexique+par+J.+J.+Amp%C3%A8re.
990018733950106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=The+spell+of+the+Hawaiian+islands+and+the+Philippines%3B+being+an+account+of+the+historical+and+political+conditions+of+our+Pacific+possessions%2C+together+with+descriptions+of+the+natural+charm+and+beauty+of+the+countries+and+the+strange+and+interesting+customs+of+their+peoples.+By+Isabel+Anderson+...
990012612720106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=The+Hawaiian+Islands%3A+their+progress+and+condition+under+missionary+labors.+By+Rufus+Anderson.
990006306470106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ortograf%C3%ADa+y+reglas+de+la+lengua+Tagalog+%2F+acomodadas+a+sus+propios+caracteres+por+D.+Pedro+Andr%C3%A9s+de+Castro%2C+reproducci%C3%B3n+del+ms.+ordenada+por+Antonio+Grai%C3%B1o.
990019374900106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=The+story+of+the+three+old+buildings+in+Honolulu+which+originally+housed+the+first+Christian+mission+to+the+Sandwich+Islands%2C+by+Mrs.+R.+W.+Andrews+...
990019376530106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ang+bag-ong+katipan+sang+aton+ginoong+Jesucristo.
990019376610106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ang+Bagong+Tipan+n%E1%B8%A1+ating+pan%E1%B8%A1inoon+at+tagapagligtas+na+si+Jesu+Cristo%2C+isinatagalog+n%E1%B8%A1+boong+in%E1%B8%A1at+siniyasat+at+itinumpak+ang+m%E1%B8%A1a+kamalian.
990028550720106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ang+cahapis-hapis+na+buhay+nang+dalawang+mag-ama%3A++na+pinangyarihan+sa+reinong+Espa%C3%B1a+na+si+Juan+anac%2C+ipinagbili+ang+catawan+niya+sa+isang+mercader+ipalibing+lamang+ang+amang+namatay.
990028551110106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ang+casaysayan+nang+tatlong+personas%3A++hinango+sa+misteriong+principal+nang+isang+matouaing+tumula+sa+uicang+Tagalog.
990029060990106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ang+dose+pares+sa+Pransiya%3A++Chanson+de+Roland%2C+hinubad+sa+Binisaya+ni+Epifanio+Alfafara.
